City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,andergrove,-21.0833,149.1833,75.87,82,32,14.45,AU,1710617352
301,morehead city,34.7229,-76.726,66.22,66,40,10.36,US,1710617353
302,inarajan village,13.2736,144.7484,78.94,88,46,15.19,GU,1710617353
303,soure,-0.7167,-48.5233,81.03,83,100,10.89,BR,1710617353
304,xilin hot,43.9667,116.0333,18.41,79,0,3.6,CN,1710617354
305,sorochinsk,52.4338,53.1583,7.68,91,70,4.38,RU,1710617354
306,la libertad,-2.2333,-80.9,85.66,70,20,6.91,EC,1710617355
307,kirakira,-10.4544,161.9205,80.83,89,100,7.4,SB,1710617120
308,kirkuk,35.4681,44.3922,56.26,49,7,4.07,IQ,1710617356
309,flying fish cove,-10.4217,105.6791,74.88,88,12,5.75,CX,1710617356
310,parham,17.0968,-61.7705,84.04,73,20,10.36,AG,1710617356
311,slutsk,53.0274,27.5597,45.75,75,100,10.85,BY,1710617357
312,palikir - national government center,6.9248,158.1611,81.34,83,100,4.61,FM,1710617357
313,puerto baquerizo moreno,-0.9,-89.6,85.19,74,75,9.22,EC,1710617358
314,tual,-5.6667,132.75,83.71,76,100,19.13,ID,1710617106
315,leova,46.4786,28.2553,48.18,70,100,5.91,MD,1710617359
316,sint michiel liber,12.15,-68.9833,85.82,66,20,17.27,CW,1710617359
317,lebu,-37.6167,-73.65,60.19,70,0,16.93,CL,1710617359
318,suwayr,30.1171,40.3893,67.14,31,4,3.38,SA,1710617360
319,karratha,-20.7377,116.8463,84.43,78,92,14.88,AU,1710617360
320,cannonvale,-20.2833,148.7,78.19,81,98,15.55,AU,1710617361
321,jamestown,42.097,-79.2353,54.52,43,40,11.5,US,1710616990
322,oranjemund,-28.55,16.4333,61.97,87,6,17.11,NA,1710617362
323,iskateley,67.6803,53.1512,25.02,96,100,18.99,RU,1710617362
324,kitimat,54.0524,-128.6534,51.91,70,61,4.41,CA,1710617362
325,daru,-9.0763,143.2092,78.26,87,99,9.15,PG,1710617363
326,patzcuaro,19.5167,-101.6,72.3,15,0,10.74,MX,1710617363
327,kone,-21.0595,164.8658,75.16,91,79,4.92,NC,1710617364
328,vernon,50.2581,-119.2691,58.23,53,41,1.01,CA,1710617364
329,matadi,-5.8167,13.45,85.33,72,88,0.56,CD,1710617364
330,hohhot,40.8106,111.6522,21.49,68,0,4.47,CN,1710617365
331,santa cruz cabralia,-16.2781,-39.0247,88.03,74,20,13.8,BR,1710617221
332,neyriz,29.1988,54.3278,59.47,63,100,5.26,IR,1710617365
333,muisne,0.6,-80.0333,82.96,73,97,11.18,EC,1710617366
334,siwa oasis,29.2041,25.5195,64.47,53,32,11.03,EG,1710617366
335,zeya,53.75,127.2667,2.48,89,8,5.3,RU,1710617367
336,mili,6.0815,171.735,82.0,82,100,19.95,MH,1710617367
337,imaricho-ko,33.2667,129.8833,56.79,73,100,3.27,JP,1710617368
338,forster,-32.1667,152.5167,64.29,100,100,7.94,AU,1710617369
339,hirara,24.8,125.2833,71.46,83,100,8.05,JP,1710617369
340,la'ie,21.6477,-157.9253,75.45,65,5,5.99,US,1710617369
341,hithadhoo,-0.6,73.0833,83.5,68,9,8.55,MV,1710617370
342,mahenge,-8.6833,36.7167,65.48,95,7,2.33,TZ,1710617239
343,guigang,23.0964,109.6092,69.37,94,30,2.48,CN,1710617371
344,emerald,-23.5333,148.1667,66.34,80,9,6.04,AU,1710617371
345,luanco,43.6152,-5.7934,59.86,89,100,3.98,ES,1710617371
346,harstad,68.799,16.5293,23.16,92,100,32.99,NO,1710617372
347,altai,46.3722,96.2583,11.25,61,13,2.53,MN,1710617372
348,leppavirta,62.4901,27.7826,31.95,94,100,7.7,FI,1710617373
349,villa yapacani,-17.4,-63.8333,91.65,53,80,11.05,BO,1710617373
350,rahachow,53.0934,30.0495,45.95,71,100,8.59,BY,1710617374
351,lloydminster,53.2835,-110.0016,34.02,55,75,4.61,CA,1710617374
352,alice springs,-23.7,133.8833,69.35,28,0,6.91,AU,1710617244
353,sitangkai,4.6628,119.3928,81.82,72,62,6.73,PH,1710617375
354,carentan,49.3031,-1.2481,55.08,93,100,7.7,FR,1710617375
355,bandar-e lengeh,26.5579,54.8807,76.69,54,31,6.89,IR,1710617376
356,ghat,24.9647,10.1728,67.98,19,0,11.83,LY,1710617376
357,antsiranana,-12.2787,49.2917,79.5,84,100,12.88,MG,1710617377
358,kapa'a,22.0752,-159.319,75.18,71,100,9.22,US,1710617377
359,piti village,13.4626,144.6933,78.85,87,0,8.05,GU,1710617378
360,hammerfest,70.6634,23.6821,19.85,73,40,13.8,NO,1710617378
361,darwin,-12.4611,130.8418,82.38,85,75,12.66,AU,1710617306
362,nuuk,64.1835,-51.7216,25.41,68,20,3.44,GL,1710617379
363,kristiansund,63.1115,7.732,33.85,80,11,3.44,NO,1710617379
364,sucre,-19.0333,-65.2627,73.18,49,77,9.48,BO,1710617380
365,laguna,38.421,-121.4238,69.3,53,0,1.99,US,1710617081
366,heyuan,23.7333,114.6833,69.93,96,92,3.0,CN,1710617381
367,buenos aires,-34.6132,-58.3772,82.78,74,40,14.0,AR,1710617360
368,lae,-6.7221,146.9847,77.67,89,100,6.24,PG,1710617382
369,kruisfontein,-34.0033,24.7314,62.89,83,100,7.78,ZA,1710617382
370,warrnambool,-38.3833,142.4833,61.48,62,65,8.5,AU,1710617227
371,ulladulla,-35.35,150.4667,62.53,92,100,4.9,AU,1710617383
372,praia da vitoria,38.7333,-27.0667,62.85,72,20,14.32,PT,1710617383
373,hotan,37.0997,79.9269,43.81,20,0,5.93,CN,1710617384
374,mersa matruh,31.3525,27.2453,59.2,72,40,5.75,EG,1710617384
375,al qadarif,14.0349,35.3834,96.89,21,100,3.74,SD,1710617385
376,taishan,22.2514,112.7799,69.42,95,15,3.71,CN,1710617385
377,bechar,31.6167,-2.2167,77.32,13,0,3.44,DZ,1710617386
378,freetown,8.484,-13.2299,83.91,79,0,13.8,SL,1710617386
379,ambanja,-13.6833,48.45,77.81,91,100,2.04,MG,1710617386
380,novo aripuana,-5.1206,-60.3797,76.5,98,100,3.18,BR,1710617387
381,ascension,30.2169,-90.9001,81.07,65,0,0.0,US,1710617387
382,adam,22.3756,57.5233,80.42,36,84,11.48,OM,1710617388
383,luderitz,-26.6481,15.1594,65.26,73,0,20.45,NA,1710617388
384,umba,66.6871,34.3429,21.58,74,4,15.73,RU,1710617388
385,roma,43.2128,-75.4557,53.96,52,100,1.01,US,1710617172
386,villa mercedes,-33.6757,-65.4578,64.2,84,100,16.08,AR,1710617389
387,kisesa,-3.0833,34.15,68.0,79,61,2.26,TZ,1710617390
388,belmonte,-15.8631,-38.8828,85.57,69,13,8.59,BR,1710617391
389,st. john's,47.5649,-52.7093,36.16,86,75,8.05,CA,1710617339
390,mangrol,21.1167,70.1167,74.64,69,3,8.99,IN,1710617392
391,gaalkacyo,6.7697,47.4308,77.7,68,10,16.31,SO,1710617392
392,minas de marcona,-15.2119,-75.1103,72.7,67,43,12.93,PE,1710617392
393,inhambane,-23.865,35.3833,78.51,87,0,9.46,MZ,1710617393
394,ar raqqah,35.95,39.0167,59.07,53,31,6.76,SY,1710617393
395,kapit,2.0167,112.9333,73.8,100,100,0.13,MY,1710617394
396,margaret river,-33.95,115.0667,63.14,93,1,8.23,AU,1710617394
397,barvinkove,48.9097,37.0205,39.13,94,100,1.59,UA,1710617395
398,codrington,-38.2667,141.9667,61.65,65,85,5.59,AU,1710617395
399,lesigny,48.7437,2.6152,56.5,75,0,3.44,FR,1710617396
400,north bend,43.4065,-124.2243,71.92,37,0,0.0,US,1710617020
401,dampit,-8.2116,112.7493,71.04,94,71,2.64,ID,1710617396
402,lashio,22.9333,97.75,62.13,54,5,0.83,MM,1710617397
403,baki,-7.6128,110.7839,74.48,93,79,2.93,ID,1710617397
404,kailua-kona,19.6406,-155.9956,79.29,77,40,9.22,US,1710617398
405,kendari,-3.945,122.4989,76.77,92,100,2.82,ID,1710617108
406,livingston,55.9029,-3.5226,45.48,85,100,6.91,GB,1710617376
407,seven pagodas,12.6264,80.1722,82.45,80,0,12.12,IN,1710617400
408,kuloy,61.0305,42.4925,37.09,92,100,11.65,RU,1710617400
409,misratah,32.3754,15.0925,60.62,69,0,9.62,LY,1710617401
410,collie,-33.3667,116.15,61.2,82,0,3.36,AU,1710617401
411,mont-laurier,46.5501,-75.4993,38.82,59,100,7.27,CA,1710617333
412,hidden valley lake,38.808,-122.5583,70.11,31,0,1.99,US,1710617403
413,port augusta,-32.5,137.7667,76.98,58,57,6.67,AU,1710617404
414,oltinko'l,40.8011,72.1634,44.42,37,0,6.85,UZ,1710617405
415,brookings,44.3114,-96.7984,45.12,42,20,32.21,US,1710617260
416,tralee,52.2704,-9.7026,51.4,93,91,5.37,IE,1710617406
417,kihoku-cho,33.2559,132.6834,52.27,67,56,3.33,JP,1710617407
418,tailai,46.3833,123.4,18.99,90,5,8.81,CN,1710617407
419,geraldton,-28.7667,114.6,73.81,78,75,6.91,AU,1710617273
420,fallon,39.4735,-118.7774,53.47,39,20,4.61,US,1710617408
421,klaksvik,62.2266,-6.589,40.12,78,100,31.14,FO,1710617408
422,gordonvale,-17.0936,145.7842,77.9,100,100,4.97,AU,1710617409
423,kangding,30.0513,101.9603,42.69,54,27,3.4,CN,1710617409
424,magdalena,14.1999,121.429,79.29,94,85,3.94,PH,1710617410
425,trapani,37.8333,12.6667,57.29,94,40,6.91,IT,1710617410
426,menemen,38.6075,27.0694,54.77,81,0,5.75,TR,1710617411
427,i-n-salah,27.1935,2.4607,73.36,15,0,10.83,DZ,1710617411
428,pula,44.8683,13.8481,45.16,93,0,2.3,HR,1710617412
429,la ronge,55.1001,-105.2842,19.65,58,100,11.5,CA,1710617412
430,lima,-12.0432,-77.0282,75.45,69,20,9.22,PE,1710617165
431,nasiriyah,31.0521,46.261,72.25,46,20,7.61,IQ,1710617413
432,bosaso,11.2842,49.1816,78.3,78,12,2.39,SO,1710617413
433,yerofey pavlovich,53.9667,121.9667,-3.57,94,32,4.0,RU,1710617414
434,siverek,37.755,39.3167,45.18,83,45,4.32,TR,1710617414
435,acapulco de juarez,16.8634,-99.8901,80.42,74,0,13.8,MX,1710617178
436,constantia,44.1833,28.65,45.07,80,96,6.8,RO,1710617301
437,cole harbour,44.6724,-63.4751,49.93,43,43,5.01,CA,1710617415
438,porbandar,21.6422,69.6093,75.78,51,23,7.14,IN,1710617416
439,porto novo,6.4965,2.6036,85.82,82,20,9.73,BJ,1710617417
440,salinopolis,-0.6136,-47.3561,81.27,84,100,9.42,BR,1710617417
441,addiet canna,11.2667,37.4833,66.4,59,28,5.61,ET,1710617418
442,bandarbeyla,9.4942,50.8122,79.3,71,18,12.75,SO,1710617419
443,yakeshi,49.2833,120.7333,-9.78,100,88,3.33,CN,1710617419
444,nar'yan-mar,67.6713,53.087,25.11,96,100,18.99,RU,1710617420
445,weno,7.4515,151.8468,80.55,94,100,5.75,FM,1710617421
446,afaahiti,-17.75,-149.2833,85.87,78,91,11.7,PF,1710617422
447,vostochnyy,55.8167,37.8667,39.38,93,100,7.27,RU,1710617422
448,sao pedro do sul,-29.6206,-54.1789,72.25,91,87,13.4,BR,1710617423
449,kuanda,56.3161,116.0806,-3.41,90,59,1.21,RU,1710617424
450,taoudenni,22.6783,-3.9836,82.2,10,0,13.89,ML,1710617425
451,kayangel,8.0823,134.7173,80.26,82,50,19.86,PW,1710617426
452,mutoko,-17.397,32.2268,65.73,89,84,2.68,ZW,1710617426
453,antofagasta,-23.65,-70.4,72.68,70,5,9.82,CL,1710617293
454,garzon,2.1959,-75.6278,85.57,58,99,5.66,CO,1710617428
455,leua,48.2156,18.6071,56.5,80,92,6.58,SK,1710617428
456,thinadhoo,0.5333,72.9333,83.05,71,12,6.11,MV,1710617429
457,kiunga,-6.1219,141.2906,74.26,99,100,2.53,PG,1710617430
458,alibag,18.6411,72.8792,78.87,63,8,2.93,IN,1710617430
459,agat village,13.3886,144.6585,78.91,87,0,8.05,GU,1710617431
460,nadym,65.5333,72.5167,-2.52,93,96,5.82,RU,1710617432
461,san andres,12.5847,-81.7006,86.02,70,40,14.97,CO,1710617432
462,new norfolk,-42.7826,147.0587,53.1,98,100,2.68,AU,1710617433
463,lomo de arico,28.1667,-16.4833,72.43,75,0,5.75,ES,1710617433
464,az zawr,29.4425,48.2747,72.01,69,100,7.36,KW,1710617434
465,vikhorevka,56.1201,101.1636,11.79,91,100,5.84,RU,1710617434
466,santana,-0.0583,-51.1817,84.38,79,75,8.05,BR,1710617435
467,taroudant,30.4703,-8.877,79.36,14,0,9.55,MA,1710617373
468,berdigestyakh,62.0989,126.6992,-14.08,100,100,2.93,RU,1710617436
469,kapuskasing,49.4169,-82.4331,35.69,93,100,8.05,CA,1710617222
470,cambria,35.5641,-121.0808,69.24,60,0,3.85,US,1710617140
471,viedma,-40.8135,-62.9967,69.49,23,2,15.9,AR,1710617438
472,cascais,38.6979,-9.4215,66.96,87,0,3.0,PT,1710617230
473,baishishan,43.5833,127.5667,27.05,88,88,13.0,CN,1710617439
474,kandahar,31.0,65.75,59.36,31,100,3.47,AF,1710617440
475,cheddar,51.2754,-2.7766,54.52,93,100,11.5,GB,1710617246
476,porangatu,-13.4408,-49.1486,83.88,77,78,4.21,BR,1710617441
477,magistral'nyy,56.1725,107.4458,-5.64,99,98,3.42,RU,1710617441
478,rikaze,29.25,88.8833,31.48,34,21,4.12,CN,1710617442
479,northam,51.0333,-4.2167,54.39,96,100,15.12,GB,1710617442
480,dire,12.2833,-10.9667,93.24,9,0,3.42,ML,1710617443
481,san antonio de pale,-1.4014,5.6325,83.86,82,66,8.72,GQ,1710617443
482,ponta delgada,37.7333,-25.6667,63.32,77,40,9.22,PT,1710617443
483,lorengau,-2.0226,147.2712,82.0,80,96,9.37,PG,1710617444
484,santa terezinha,-29.9002,-50.0904,75.69,90,62,0.89,BR,1710617444
485,camalu,30.85,-116.0667,67.66,47,0,13.53,MX,1710617445
486,tofol,5.3248,163.0078,79.92,87,100,12.8,FM,1710617445
487,rabo de peixe,37.8,-25.5833,62.11,77,40,9.22,PT,1710617445
488,dunedin,-45.8742,170.5036,51.8,75,54,8.99,NZ,1710617439
489,sarupathar,26.1984,93.8094,68.05,34,21,2.73,IN,1710617446
490,mananjary,-21.2167,48.3333,76.28,90,35,3.89,MG,1710617447
491,kerikeri,-35.2268,173.9474,55.78,69,0,3.96,NZ,1710617447
492,nueva guinea,11.6876,-84.4562,85.84,62,79,15.97,NI,1710617448
493,kuressaare,58.2481,22.5039,40.95,98,100,9.22,EE,1710617448
494,mcalester,34.9334,-95.7697,66.54,55,0,3.44,US,1710617242
495,vuktyl,63.8567,57.3094,33.12,99,100,13.0,RU,1710617449
496,abeche,13.8292,20.8324,90.16,11,97,5.46,TD,1710617449
497,cockburn town,21.4612,-71.1419,80.56,65,20,12.66,TC,1710617450
498,qarqaraly,49.4058,75.4742,6.46,92,13,8.03,KZ,1710617450
499,sodra sandby,56.5667,16.6167,42.66,83,87,17.18,SE,1710617450
500,kourou,5.1552,-52.6478,87.85,73,99,10.67,GF,1710617415
501,arfoud,31.4348,-4.2375,72.77,17,3,7.49,MA,1710617451
502,vadso,70.0744,29.7487,22.08,73,100,11.5,NO,1710617452
503,maintirano,-18.0667,44.0167,82.24,80,20,6.46,MG,1710617452
504,lagunas,-5.2269,-75.6753,94.06,43,82,4.03,PE,1710617453
505,fort mcmurray,56.7268,-111.381,26.19,54,0,5.75,CA,1710617440
506,arraial do cabo,-22.9661,-42.0278,89.56,70,0,13.8,BR,1710617454
507,bahua,25.85,80.6333,68.07,20,0,7.34,IN,1710617454
508,chapaev,50.2,51.1667,29.82,78,100,11.88,KZ,1710617455
509,grand falls-windsor,48.9332,-55.6649,32.2,85,100,3.36,CA,1710617455
510,portage la prairie,49.9728,-98.2926,26.11,54,100,20.89,CA,1710617446
511,comodoro rivadavia,-45.8667,-67.5,66.06,20,20,31.07,AR,1710617216
512,fatehganj west,28.4667,79.3,63.16,20,0,5.21,IN,1710617456
513,bodo,67.28,14.405,24.84,52,75,11.5,NO,1710617457
514,golfito,8.639,-83.166,88.56,69,99,5.82,CR,1710617457
515,sechura,-5.5569,-80.8222,84.76,57,20,14.79,PE,1710617458
516,khash,28.2211,61.2158,62.33,46,100,5.35,IR,1710617458
517,charlottetown,46.2352,-63.1267,45.05,61,75,10.0,CA,1710617402
518,tanjung pandan,-2.75,107.65,78.58,90,100,6.6,ID,1710617459
519,talcahuano,-36.7167,-73.1167,67.68,56,0,19.57,CL,1710617460
520,fria,10.4167,-13.5833,82.22,69,0,3.76,GN,1710617460
521,toliara,-23.35,43.6667,80.56,80,0,8.32,MG,1710617460
522,smara,26.7384,-11.6719,85.48,8,0,10.31,EH,1710617461
523,san fernando de apure,7.8878,-67.4724,102.81,26,62,8.84,VE,1710617462
524,rusape,-18.5278,32.1284,62.83,91,100,4.52,ZW,1710617462
525,benguela,-12.5763,13.4055,82.22,84,10,6.4,AO,1710617463
526,qinhuangdao,39.9317,119.5883,40.15,31,68,11.07,CN,1710617464
527,the pas,53.8251,-101.2541,17.62,57,100,16.11,CA,1710617464
528,viqueque,-8.8673,126.3658,76.93,92,95,4.47,TL,1710617464
529,midoun,33.8081,10.9923,62.46,72,4,7.27,TN,1710617465
530,krasnokamensk,50.0979,118.0369,-2.18,97,35,4.9,RU,1710617465
531,sarykemer,43.0,71.5,29.68,73,0,2.48,KZ,1710617466
532,namtsy,62.7161,129.6658,-17.61,100,100,1.77,RU,1710617466
533,nantucket,41.2835,-70.0995,50.14,81,40,11.5,US,1710617311
534,al 'aziziyah,32.9058,45.0616,64.81,37,30,8.52,IQ,1710617467
535,arkhangel'sk,64.5401,40.5433,33.13,92,100,11.18,RU,1710617459
536,shuangjiang,26.1547,109.7138,60.26,98,100,0.85,CN,1710617468
537,castillo,19.2082,-70.0273,79.7,61,100,8.61,DO,1710617469
538,kudymkar,59.0173,54.656,33.8,92,100,12.97,RU,1710617469
539,richmond,37.5538,-77.4603,70.14,34,0,9.22,US,1710617284
540,popondetta,-8.7537,148.2534,74.1,97,100,2.06,PG,1710617470
541,coahuayana de hidalgo,18.7,-103.6583,89.06,44,1,8.75,MX,1710617471
542,nyagan,62.1406,65.3936,33.51,99,100,10.27,RU,1710617472
543,kragero,58.8693,9.4149,34.45,64,18,14.27,NO,1710617472
544,uusikaupunki,60.8004,21.4084,31.75,91,100,21.39,FI,1710617473
545,tidjikja,18.5564,-11.4271,83.37,7,0,12.77,MR,1710617473
546,warah,27.4481,67.7978,73.54,20,96,2.66,PK,1710617474
547,luau,-10.7073,22.2247,65.03,97,84,3.15,AO,1710617474
548,meoqui,28.2833,-105.4833,78.89,12,99,16.73,MX,1710617475
549,box elder,41.5005,-112.8764,51.78,39,3,10.96,US,1710617475
550,ribeira brava,32.65,-17.0667,70.0,84,81,1.59,PT,1710617476
551,ciudad lazaro cardenas,17.9583,-102.2,81.81,61,32,9.89,MX,1710617476
552,mount vernon,40.9126,-73.8371,61.88,48,75,12.66,US,1710617477
553,primero de mayo,-32.2552,-58.4228,77.56,94,99,3.58,AR,1710617477
554,mutsu,41.2894,141.2169,36.3,83,100,4.83,JP,1710617478
555,port hedland,-20.3167,118.5667,86.05,79,76,11.5,AU,1710617478
556,yanam,16.7333,82.2167,74.48,90,0,4.05,IN,1710617479
557,athy,52.9914,-6.9803,53.98,93,100,12.21,IE,1710617480
558,bela,25.9333,81.9833,67.41,19,50,7.29,IN,1710617481
559,kharan,28.5833,65.4167,66.22,24,54,5.21,PK,1710617481
560,chongjin,41.7956,129.7758,39.16,64,7,10.04,KP,1710617482
561,lamar,33.6668,-95.5836,64.31,78,75,8.05,US,1710617483
562,senj,44.9894,14.9058,54.27,89,15,3.8,HR,1710617483
563,sisimiut,66.9395,-53.6735,13.15,80,45,8.68,GL,1710617484
564,ariquemes,-9.9133,-63.0408,83.32,90,100,1.61,BR,1710617485
565,santiago,-33.4569,-70.6483,86.59,22,0,11.5,CL,1710617420
566,necochea,-38.5473,-58.7368,69.49,49,3,19.13,AR,1710617249
567,yuzhno-kurilsk,44.0306,145.8556,27.37,92,100,3.49,RU,1710617487
568,yelizovo,53.1873,158.3805,30.34,64,75,11.18,RU,1710617488
569,vorkuta,67.5,64.0,6.93,87,100,9.31,RU,1710617488
570,dalandzadgad,43.5708,104.425,30.97,36,86,10.45,MN,1710617489
571,tyrnyauz,43.3828,42.9183,34.27,91,100,4.23,RU,1710617489
572,purpe,64.4803,76.6897,7.02,90,61,14.07,RU,1710617490
573,machico,32.7,-16.7667,70.0,82,20,8.05,PT,1710617490
574,meridian,43.6121,-116.3915,58.51,41,0,5.01,US,1710616977
575,chengyang,27.0892,119.6453,61.83,95,0,3.09,CN,1710617437
576,ilha de mocambique,-15.0342,40.7358,84.04,77,72,10.92,MZ,1710617492
577,kodinsk,58.6881,99.1844,15.44,95,100,7.96,RU,1710617492
578,naracoorte,-36.9579,140.7383,65.34,74,29,10.58,AU,1710617493
579,rafiganj,24.8167,84.65,70.74,25,3,4.68,IN,1710617493
580,ziro,27.6333,93.8333,45.43,83,77,3.0,IN,1710617494
581,twin falls,42.3505,-114.6445,50.92,49,0,9.22,US,1710617495
582,bangar,16.8936,120.4243,75.69,77,97,2.82,PH,1710617495
583,keren,15.7778,38.4581,75.06,59,95,11.39,ER,1710617496
584,seaside,36.6111,-121.8516,68.38,61,0,5.75,US,1710617284
585,nagireddipalli,14.2667,79.1,77.13,86,52,3.71,IN,1710617497
586,nuh,28.1167,77.0167,64.13,18,1,4.36,IN,1710617498
587,inari,68.906,27.0288,7.97,79,8,11.25,FI,1710617315
588,kamaishi,39.2667,141.8833,39.24,66,100,7.61,JP,1710617499
589,kingscliff,-28.2667,153.5667,68.74,100,48,4.61,AU,1710617499
590,korgan,40.8247,37.3467,39.97,96,100,2.73,TR,1710617500
591,chernyshevskiy,63.0128,112.4714,-19.28,100,99,2.89,RU,1710617500
592,phalodi,27.1333,72.3667,70.36,18,85,11.05,IN,1710617501
593,liperi,62.5333,29.3667,32.47,80,100,6.91,FI,1710617501
594,poronaysk,49.2167,143.1167,1.47,96,67,4.65,RU,1710617502
595,moundou,8.5667,16.0833,94.14,17,50,4.45,TD,1710617502
596,essaouira,31.5125,-9.77,78.3,31,0,2.3,MA,1710617502
597,el sauzal de rodriguez,31.9,-116.6833,64.42,60,2,10.18,MX,1710617503
598,melfort,52.8667,-104.6177,26.73,54,59,13.8,CA,1710617503
599,laizhou,37.1717,119.9214,41.59,55,84,12.57,CN,1710617424
